,mileage,make,model,fuel,gear,price,hp,year
36394,77000,53,116,1,1,6400,87.0,2013
36395,90000,63,691,2,1,6400,105.0,2013
36396,100000,63,332,1,1,6450,105.0,2013
36397,117120,28,149,1,1,6450,90.0,2013
36398,82813,28,149,1,1,6450,101.0,2013
36399,87396,21,477,1,1,6490,116.0,2013
36400,135500,60,506,2,1,6490,110.0,2013
36401,80950,27,54,1,1,6490,69.0,2013
36402,122482,28,403,1,1,6490,101.0,2013
36403,100000,62,428,1,1,6499,86.0,2013
36404,140000,16,182,1,1,6500,95.0,2013
36405,93521,36,559,1,1,6500,86.0,2013
36406,192361,69,398,2,1,6500,105.0,2013
36407,181800,63,610,2,1,6500,105.0,2013
36408,73000,66,668,1,1,6500,120.0,2013
36409,64890,28,333,1,1,6500,60.0,2013
36410,74493,60,241,1,1,6500,73.0,2013
36411,166938,53,432,2,1,6500,131.0,2013
36412,63864,27,54,1,1,6500,86.0,2013
36413,59000,69,398,1,2,10998,122.0,2013
36414,63000,52,588,1,1,10999,141.0,2013
36415,29000,69,561,1,2,11250,105.0,2013
36416,114000,48,165,1,1,11300,156.0,2013
36417,73700,36,687,1,1,11345,135.0,2013
36418,74456,69,674,1,1,11400,160.0,2013
36419,26592,7,101,1,1,11400,86.0,2013
36420,86000,7,103,1,1,11400,122.0,2013
36421,60200,53,514,1,1,11490,140.0,2013
36422,41776,69,157,1,2,11500,105.0,2013
36423,239995,34,799,2,2,11500,241.0,2013
36424,134000,69,195,2,1,11500,140.0,2013
36425,95150,68,134,3,2,11500,136.0,2013
36426,105900,8,5,2,1,11500,184.0,2013
36427,126000,8,779,2,1,11700,140.0,2013
36428,113500,7,101,2,2,11790,90.0,2013
36429,99511,70,758,2,1,11900,181.0,2013
36430,35000,48,94,1,2,11900,95.0,2013
36431,87123,69,394,1,1,11900,122.0,2013
36432,15000,65,430,1,2,11900,114.0,2013
36433,210000,69,556,2,1,9350,105.0,2013
36434,100250,46,53,1,1,9450,150.0,2013
36435,40000,43,538,1,1,9450,75.0,2013
36436,106000,68,134,3,2,9480,99.0,2013
36437,62300,68,806,3,2,9489,101.0,2013
36438,180316,46,217,2,1,9490,150.0,2013
36439,109181,63,536,2,1,9490,105.0,2013
36440,173000,48,95,1,1,9499,122.0,2013
36441,140000,48,95,1,1,9500,122.0,2013
36442,46100,62,121,2,1,9500,140.0,2013
36443,199850,8,4,2,1,9500,143.0,2013
36444,76000,43,252,2,1,9550,111.0,2013
36445,51954,28,461,1,1,9585,150.0,2013
36446,144000,63,536,2,2,9599,150.0,2013
36447,138687,30,832,2,2,9600,184.0,2013
36448,89500,53,813,1,1,9600,140.0,2013
36449,143500,69,400,2,2,9650,105.0,2013
36450,129000,53,514,1,2,9650,140.0,2013
36451,179890,8,33,2,2,9690,116.0,2013
36452,66050,53,132,1,1,9690,140.0,2013
36453,48357,27,56,1,1,6500,69.0,2013
36454,288210,28,735,2,1,6500,101.0,2013
36455,190000,60,241,1,1,6500,90.0,2013
36456,39900,72,822,1,2,6589,84.0,2013
36457,117015,14,280,1,1,6590,140.0,2013
36458,95000,60,241,1,1,6590,73.0,2013
36459,90396,60,506,1,1,6600,116.0,2013
36460,107373,16,184,1,1,6688,120.0,2013
36461,128000,62,428,1,1,6700,105.0,2013
36462,44050,36,559,1,1,6750,86.0,2013
36463,51478,21,670,2,1,6790,90.0,2013
36464,150000,28,735,2,1,6800,101.0,2013
36465,78513,28,333,1,1,6800,125.0,2013
36466,120000,63,536,1,1,6800,105.0,2013
36467,70000,68,143,1,2,6870,68.0,2013
36468,67820,53,116,1,1,6888,69.0,2013
36469,68243,53,274,1,1,6890,87.0,2013
36470,60000,36,613,1,1,6890,86.0,2013
36471,61000,72,822,1,1,6899,84.0,2013
36472,29000,28,333,1,1,6899,80.0,2013
36473,248000,43,438,1,1,11950,211.0,2013
36474,99300,8,3,1,1,11980,136.0,2013
36475,91319,28,642,2,2,11980,163.0,2013
36476,70000,8,3,1,2,11985,136.0,2013
36477,56000,7,101,1,1,11990,86.0,2013
36478,72953,69,728,1,1,11990,140.0,2013
36479,243000,7,107,2,2,11990,204.0,2013
36480,174000,8,62,2,2,11990,184.0,2013
36481,97500,69,394,1,1,11990,122.0,2013
36482,110000,7,103,1,1,11999,122.0,2013
36483,78737,69,394,1,1,12000,140.0,2013
36484,33636,69,561,1,2,12000,105.0,2013
36485,110806,48,145,1,1,12000,122.0,2013
36486,177000,48,165,1,2,12199,156.0,2013
36487,108200,69,723,2,1,12490,177.0,2013
36488,86000,48,145,1,1,12500,122.0,2013
36489,190000,48,146,2,2,12500,136.0,2013
36490,114000,7,107,2,1,12690,204.0,2013
36491,148000,63,691,1,2,12699,200.0,2013
36492,40744,43,247,1,1,9750,122.0,2013
36493,36000,53,507,1,2,9780,120.0,2013
36494,64600,69,394,1,1,9799,140.0,2013
36495,142208,36,687,2,1,9850,116.0,2013
36496,113000,28,739,2,1,9860,101.0,2013
36497,34590,52,471,4,2,9890,109.0,2013
36498,164000,53,432,2,1,9899,140.0,2013
36499,95000,28,517,2,2,9900,163.0,2013
36500,221000,69,275,2,1,9900,143.0,2013
36501,95409,46,26,1,1,9900,120.0,2013
36502,56000,69,561,1,2,9900,105.0,2013
36503,154000,69,394,2,1,9900,105.0,2013
36504,100811,35,236,2,1,9900,200.0,2013
36505,67297,7,101,1,1,9900,86.0,2013
36506,189000,8,4,2,1,9900,143.0,2013
36507,27500,69,398,1,1,9900,122.0,2013
36509,79000,16,285,1,1,9900,120.0,2013
36510,119722,53,432,2,1,9950,163.0,2013
36511,93000,53,132,2,1,9950,194.0,2013
36512,190000,28,149,2,1,6899,95.0,2013
36513,50727,53,116,1,1,6900,69.0,2013
36514,180000,68,765,2,2,6900,150.0,2013
36515,49998,28,333,1,1,6900,82.0,2013
36516,113453,55,16,2,1,6900,92.0,2013
36517,43400,72,822,1,3,6900,71.0,2013
36518,143142,62,473,1,1,6900,105.0,2013
36519,227336,53,518,2,1,6900,125.0,2013
36520,213000,65,535,2,2,6900,150.0,2013
36521,120000,16,184,1,2,6950,156.0,2013
36522,59600,69,561,1,1,6950,69.0,2013
36523,44210,50,683,1,2,6950,80.0,2013
36524,193567,8,3,2,1,6990,116.0,2013
36525,114150,69,561,1,1,6990,60.0,2013
36526,60150,37,533,1,1,6990,83.0,2013
36527,34800,72,822,1,3,6990,71.0,2013
36528,87748,21,477,2,1,6990,107.0,2013
36529,69077,53,274,1,1,6990,101.0,2013
36530,103000,53,507,2,2,6990,110.0,2013
36531,65570,53,116,1,1,6990,69.0,2013
36532,213000,7,713,2,1,12800,170.0,2013
36533,60000,69,400,1,2,12897,122.0,2013
36534,108000,36,687,2,1,12899,184.0,2013
36535,147731,69,678,1,2,12900,150.0,2013
36536,81000,52,443,1,1,12900,200.0,2013
36537,93000,28,337,1,1,12900,250.0,2013
36538,95223,48,95,2,1,12990,109.0,2013
36539,89500,69,728,1,1,12999,140.0,2013
36540,213740,7,106,2,1,13000,177.0,2013
36541,180000,7,106,2,2,13000,177.0,2013
36542,113756,48,146,1,1,13250,156.0,2013
36543,80000,48,95,1,1,13390,122.0,2013
36544,72000,8,3,1,2,13400,136.0,2013
36545,96700,8,35,2,2,13490,184.0,2013
36546,99650,34,799,2,2,13499,200.0,2013
36547,152000,48,170,2,2,13500,265.0,2013
36548,59000,70,755,1,1,13500,150.0,2013
36549,101346,7,103,1,1,13600,122.0,2013
36550,89295,69,728,2,2,13650,105.0,2013
36551,142525,69,556,2,1,9950,177.0,2013
36552,153000,8,4,2,2,9975,143.0,2013
36553,96000,53,514,2,1,9990,131.0,2013
36554,127000,8,5,2,1,9990,184.0,2013
36555,133562,69,394,2,1,9990,105.0,2013
36556,121000,8,4,2,1,9999,143.0,2013
36557,121500,69,394,2,1,9999,105.0,2013
36558,124000,8,5,2,1,9999,184.0,2013
36559,101000,8,3,2,1,10000,116.0,2013
36560,117227,69,394,2,1,10000,150.0,2013
36561,124000,7,101,2,2,10000,90.0,2013
36562,80000,69,561,1,1,10000,90.0,2013
36563,43000,30,826,1,2,10100,135.0,2013
36564,82400,69,394,2,2,10200,105.0,2013
36565,169,63,536,2,2,10400,150.0,2013
36566,149000,8,33,1,1,10400,136.0,2013
36567,89226,36,687,1,1,10480,135.0,2013
36568,101650,69,394,2,1,10490,105.0,2013
36569,56714,69,674,1,1,10499,122.0,2013
36570,104372,69,561,1,1,6990,105.0,2013
36571,190000,8,3,2,1,6990,116.0,2013
36572,68860,16,184,1,1,6990,95.0,2013
36573,80000,63,624,1,1,6995,86.0,2013
36574,107000,63,807,2,1,6998,110.0,2013
36575,85228,52,508,1,1,6999,80.0,2013
36576,138916,28,337,1,1,6999,105.0,2013
36577,52400,62,428,1,1,6999,105.0,2013
36578,90118,52,443,1,1,7000,117.0,2013
36579,112900,69,561,1,1,7000,90.0,2013
36580,39000,27,54,1,1,7000,86.0,2013
36581,57452,69,561,1,1,7100,69.0,2013
36582,69000,27,56,1,1,7200,69.0,2013
36583,107000,30,826,1,1,7250,99.0,2013
36584,54163,16,285,1,1,7280,95.0,2013
36585,30050,60,241,1,1,7295,75.0,2013
36586,68899,62,428,1,1,7300,105.0,2013
36587,73300,30,831,1,1,7400,90.0,2013
36589,96500,60,506,1,1,7450,131.0,2013
36590,47300,8,779,2,2,13700,143.0,2013
36591,21100,28,461,1,1,13799,150.0,2013
36592,241000,48,165,2,1,13800,120.0,2013
36593,241000,48,165,2,1,13800,120.0,2013
36594,45057,69,553,1,1,13800,160.0,2013
36595,258360,8,64,2,2,13800,218.0,2013
36596,60000,63,807,1,2,13890,122.0,2013
36597,52000,69,400,1,2,13890,122.0,2013
36598,26000,48,145,1,1,13900,122.0,2013
36599,99999,46,75,1,2,13909,192.0,2013
36600,99999,46,75,1,2,13909,192.0,2013
36601,57000,63,807,1,2,13980,122.0,2013
36602,125000,69,558,2,2,13990,239.0,2013
36603,111035,7,103,2,1,13990,150.0,2013
36604,106320,7,579,2,1,13990,140.0,2013
36605,219000,7,713,2,1,13999,170.0,2013
36606,210000,7,107,2,2,14000,204.0,2013
36607,229000,7,107,2,1,14000,204.0,2013
36608,140000,48,96,2,1,14100,136.0,2013
36609,93000,69,723,2,1,14200,140.0,2013
36610,152480,7,103,1,1,10500,122.0,2013
36611,135300,69,556,2,1,10500,177.0,2013
36612,135473,63,536,2,1,10500,150.0,2013
36613,80000,7,103,2,1,10500,105.0,2013
36614,139000,8,34,2,1,10500,143.0,2013
36615,190000,8,35,2,2,10500,184.0,2013
36616,53000,43,251,1,1,10500,122.0,2013
36619,111900,8,4,2,1,10500,143.0,2013
36620,71000,7,101,1,1,10500,86.0,2013
36621,219000,8,33,2,1,10500,116.0,2013
36622,58500,7,101,1,1,10500,86.0,2013
36623,128000,69,556,2,1,10500,105.0,2013
36624,186200,8,5,2,1,10590,184.0,2013
36625,68200,69,394,1,1,10599,105.0,2013
36626,160054,69,195,1,2,10651,211.0,2013
36627,82500,30,832,1,1,10690,135.0,2013
36628,50000,30,827,1,1,10690,135.0,2013
36629,176900,7,106,2,1,10699,150.0,2013
36630,58000,36,764,1,1,7450,125.0,2013
36631,130000,28,176,2,1,7470,116.0,2013
36632,85702,66,668,1,1,7483,120.0,2013
36633,114536,69,561,1,1,7490,90.0,2013
36634,89880,14,546,1,1,7490,140.0,2013
36635,80000,63,332,1,1,7490,86.0,2013
36636,80000,69,561,1,1,7490,90.0,2013
36637,87000,39,290,1,1,7490,140.0,2013
36638,60800,63,624,1,1,7500,86.0,2013
36639,255000,69,400,2,2,7500,150.0,2013
36640,43900,28,333,1,1,7500,101.0,2013
36641,47500,30,831,1,1,7500,90.0,2013
36642,96549,46,26,1,1,7500,105.0,2013
36643,83000,69,561,1,1,7550,90.0,2013
36644,48093,63,610,1,1,7590,105.0,2013
36645,74200,53,507,1,1,7650,120.0,2013
36646,30430,36,559,1,2,7660,86.0,2013
36647,88513,69,398,2,1,7680,105.0,2013
36648,54854,28,337,1,1,7690,101.0,2013
36649,95000,60,506,2,1,7700,110.0,2013
36650,147500,48,167,2,2,14490,170.0,2013
36651,75544,69,723,1,1,14499,160.0,2013
36652,83727,7,579,1,2,14500,170.0,2013
36653,184000,8,62,2,2,14500,184.0,2013
36654,80000,69,195,1,1,14500,160.0,2013
36655,180000,7,107,2,2,14599,245.0,2013
36656,147000,69,723,1,2,14699,179.0,2013
36657,118600,48,25,1,2,14750,204.0,2013
36658,59000,69,400,1,2,14890,140.0,2013
36659,55888,69,701,2,1,14890,102.0,2013
36660,86000,69,395,1,1,14900,160.0,2013
36661,108000,48,197,1,1,14990,122.0,2013
36662,55000,8,779,2,1,14990,116.0,2013
36663,133000,8,35,2,2,15100,184.0,2013
36664,106000,69,723,2,2,15290,177.0,2013
36665,129000,8,37,2,2,15290,218.0,2013
36666,59900,7,103,1,2,15400,179.0,2013
36667,185000,48,298,2,2,15500,170.0,2013
36668,190000,69,124,2,1,15600,163.0,2013
36669,125000,8,782,2,1,15750,184.0,2013
36670,73000,69,219,1,1,10750,109.0,2013
36671,128500,46,217,2,2,10789,175.0,2013
36672,102567,8,779,2,1,10800,116.0,2013
36673,173000,8,64,2,1,10800,218.0,2013
36674,58000,62,121,1,1,10800,105.0,2013
36675,121000,53,432,2,1,10850,140.0,2013
36676,93450,68,134,3,2,10890,136.0,2013
36677,81990,52,587,2,1,10890,131.0,2013
36678,136690,36,687,2,1,10890,116.0,2013
36679,115723,63,691,2,1,10900,140.0,2013
36680,150000,48,95,2,1,10950,109.0,2013
36681,120000,46,75,2,1,10950,175.0,2013
36682,145000,7,104,2,2,10990,150.0,2013
36683,63870,29,240,1,1,10990,141.0,2013
36684,80870,65,805,2,1,10990,147.0,2013
36685,52175,29,240,1,1,10990,141.0,2013
36686,81000,8,33,2,1,10990,116.0,2013
36687,115000,69,394,1,2,10990,105.0,2013
36688,114160,53,514,1,1,10990,140.0,2013
36689,97796,69,219,2,1,10990,102.0,2013
36690,78100,69,561,1,1,7750,69.0,2013
36691,42599,69,394,1,1,7750,86.0,2013
36692,107046,28,149,1,1,7790,101.0,2013
36693,67500,30,826,1,1,7800,99.0,2013
36694,20300,27,54,1,2,7800,69.0,2013
36695,120000,53,432,2,1,7800,160.0,2013
36696,98000,53,507,1,1,7800,120.0,2013
36697,40000,53,274,1,1,7800,87.0,2013
36698,41470,28,333,1,1,7880,101.0,2013
36699,300000,48,771,2,1,7890,136.0,2013
36700,103250,68,140,2,1,7900,124.0,2013
36701,88000,43,247,1,1,7900,122.0,2013
36703,107043,30,831,1,1,7900,90.0,2013
36704,147500,28,735,2,1,7950,101.0,2013
36705,127500,69,728,2,1,7950,105.0,2013
36706,107588,50,112,2,1,7950,150.0,2013
36707,67076,69,561,1,1,7950,86.0,2013
36708,96000,69,157,1,1,15850,105.0,2013
36709,12500,48,146,2,2,15900,136.0,2013
36710,163000,70,793,2,1,15900,163.0,2013
36711,93000,48,96,2,2,15900,136.0,2013
36712,103000,7,579,2,1,15900,140.0,2013
36713,126500,7,579,1,1,15900,170.0,2013
36714,118300,70,793,2,2,15930,163.0,2013
36715,163452,8,34,2,1,15950,143.0,2013
36716,100000,48,198,1,1,15990,156.0,2013
36717,127500,8,62,2,2,15999,184.0,2013
36718,63000,48,96,2,1,16100,136.0,2013
36719,82000,7,104,2,1,16200,150.0,2013
36720,57350,62,473,1,2,16485,179.0,2013
36721,197000,8,83,2,2,16490,258.0,2013
36722,68500,46,217,1,2,16490,160.0,2013
36723,74200,7,107,2,2,16498,177.0,2013
36724,81000,69,723,2,2,16500,177.0,2013
36725,71500,8,779,2,2,16500,143.0,2013
36726,150000,7,107,2,1,16550,177.0,2013
36727,242500,8,84,2,2,16700,313.0,2013
36728,79870,8,4,1,1,10999,170.0,2013
36729,162000,69,394,1,1,10999,140.0,2013
36730,123000,8,4,1,1,10999,170.0,2013
36731,39000,8,3,1,2,10999,136.0,2013
36732,29800,69,394,2,1,10999,105.0,2013
36733,177150,52,520,2,2,10999,190.0,2013
36734,154000,8,5,2,1,10999,184.0,2013
36735,230000,7,107,2,2,11000,204.0,2013
36736,25300,16,286,1,2,11000,163.0,2013
36737,117000,62,473,1,1,11000,140.0,2013
36738,101000,48,95,1,1,11200,122.0,2013
36739,180000,8,5,2,2,11300,184.0,2013
36740,76210,52,588,2,1,11300,131.0,2013
36741,122900,69,561,1,2,11399,179.0,2013
36742,122900,69,561,1,2,11399,179.0,2013
36743,76000,53,813,2,1,11399,165.0,2013
36744,56900,53,515,1,1,11450,140.0,2013
36745,39931,63,807,1,1,11450,105.0,2013
36746,75998,53,813,1,1,7950,140.0,2013
36747,69307,14,742,1,1,7950,116.0,2013
36748,90781,53,507,1,2,7980,120.0,2013
36749,104804,28,403,2,1,7980,116.0,2013
36750,91718,28,337,1,2,7980,125.0,2013
36751,31805,36,613,1,1,7980,86.0,2013
36752,70600,53,117,1,2,7985,94.0,2013
36753,71800,53,132,1,1,7989,101.0,2013
36754,90000,55,552,1,1,7990,120.0,2013
36755,47000,30,826,1,1,7990,99.0,2013
36756,64507,69,833,1,2,7990,75.0,2013
36757,90000,28,337,1,1,7990,125.0,2013
36758,105915,28,337,1,1,7990,101.0,2013
36759,67201,28,517,1,1,7990,120.0,2013
36760,110521,36,613,1,1,7990,86.0,2013
36761,72700,60,411,2,2,7990,110.0,2013
36762,150000,60,224,2,1,7990,90.0,2013
36763,97000,63,624,1,2,7998,105.0,2013
36764,112000,14,223,1,1,7998,167.0,2013
36765,147000,48,166,1,1,16700,184.0,2013
36766,120900,48,300,7,2,16799,204.0,2013
36767,29888,69,157,1,1,16890,105.0,2013
36768,141000,70,793,2,2,16900,215.0,2013
36769,174700,8,35,2,2,16900,184.0,2013
36770,56600,7,106,1,1,16900,211.0,2013
36771,56000,32,282,2,1,16900,163.0,2013
36772,29000,68,765,1,2,16900,147.0,2013
36773,124998,48,197,1,1,16950,122.0,2013
36774,162799,48,298,2,2,16950,170.0,2013
36775,134000,8,62,2,2,16990,184.0,2013
36776,101000,7,103,1,1,17000,140.0,2013
36777,131010,8,66,2,2,17490,258.0,2013
36778,110000,7,581,2,1,17500,177.0,2013
36779,142000,8,37,2,2,17500,218.0,2013
36780,150000,8,39,2,2,17500,258.0,2013
36781,37000,48,148,1,2,17600,211.0,2013
36782,58000,48,299,1,2,17900,204.0,2013
36783,136000,8,47,1,1,17900,245.0,2013
36784,125450,40,628,2,1,17900,150.0,2013
36785,66000,60,812,4,2,3300,88.0,2013
36786,69610,60,812,4,2,5490,58.0,2013
36787,91700,60,812,4,2,5750,88.0,2013
36788,143853,28,337,2,1,7490,140.0,2013
36789,127300,63,807,2,1,8646,110.0,2013
36790,90000,69,400,1,1,9927,122.0,2013
36791,74000,63,807,2,1,10977,110.0,2013
36792,53589,4,150,1,2,84950,408.0,2013
36793,69000,10,394,1,2,109000,575.0,2013
36794,3400,48,664,1,2,259000,571.0,2013
36795,38426,30,823,1,1,4950,69.0,2013
36796,139000,28,337,1,1,5690,125.0,2013
36797,100000,43,258,1,1,8999,122.0,2013
36798,98372,7,103,2,1,12950,184.0,2013
36799,21500,8,782,2,2,27000,184.0,2013
36800,68500,48,305,1,2,28900,408.0,2013
36801,86700,7,648,1,2,35000,420.0,2013
36802,194200,16,187,2,1,4900,150.0,2013
36803,35000,21,670,1,1,6700,84.0,2013
36804,258000,48,166,2,2,7200,136.0,2013
36805,111624,60,745,1,1,4990,75.0,2013
36806,180100,28,149,1,1,5499,125.0,2013
36807,40900,14,685,1,1,5500,82.0,2013
36808,102609,53,274,1,1,5555,87.0,2013
36809,50000,52,560,1,2,5990,68.0,2013
36810,38000,14,280,1,1,6980,124.0,2013
36811,192200,30,827,2,1,6990,116.0,2013
36812,105000,55,13,1,1,7499,82.0,2013
36813,91078,69,833,1,2,7590,75.0,2013
36814,144200,28,517,2,1,7990,140.0,2013
36815,96237,53,116,1,1,8900,69.0,2013
36816,104747,69,394,1,1,9900,86.0,2013
36817,52753,53,274,1,1,9900,101.0,2013
36818,69000,69,394,1,1,9980,105.0,2013
36819,134000,46,217,2,1,10450,150.0,2013
36820,114400,7,101,1,2,10450,122.0,2013
36821,150000,50,547,2,1,10490,150.0,2013
36822,87100,63,536,1,1,10725,105.0,2013
36823,71451,27,56,1,1,6890,69.0,2013
36824,216456,70,760,2,1,7400,114.0,2013
36825,136000,63,536,2,1,7950,140.0,2013
36826,156436,70,756,2,1,9950,150.0,2013
36827,59000,28,333,1,1,11450,182.0,2013
36828,78123,63,536,1,2,17990,220.0,2013
36829,197762,8,788,2,2,26700,381.0,2013
36830,39000,23,594,1,2,37290,398.0,2013
36831,110800,69,561,1,1,6690,90.0,2013
36832,230000,48,298,2,2,14900,170.0,2013
36833,70500,46,217,1,1,15390,160.0,2013
36834,99800,28,521,1,2,16800,309.0,2013
36835,189607,48,301,2,2,16990,265.0,2013
36836,170000,48,301,2,2,18500,252.0,2013
36837,125101,7,603,1,2,34900,450.0,2013
36838,205500,53,132,2,1,4700,110.0,2013
36839,129298,53,813,2,1,10500,194.0,2013
36840,230000,48,299,2,2,10900,204.0,2013
36841,131800,7,106,2,2,18990,204.0,2013
36842,59150,63,807,1,1,11450,122.0,2013
36843,170000,63,536,2,2,11490,184.0,2013
36844,130750,8,4,2,1,11490,143.0,2013
36845,177144,69,556,2,1,11499,140.0,2013
36846,74200,69,723,1,1,11500,122.0,2013
36847,190000,46,217,2,2,11500,150.0,2013
36848,115000,48,95,1,1,11500,122.0,2013
36849,219000,8,62,2,2,11500,184.0,2013
36850,80000,8,4,1,1,11500,170.0,2013
36851,69000,8,3,2,2,11500,116.0,2013
36852,170000,53,432,2,1,11500,163.0,2013
36853,152000,28,461,2,1,11500,140.0,2013
36854,257000,7,107,2,2,11600,245.0,2013
36855,115000,43,262,1,1,11650,184.0,2013
36856,115000,43,262,1,1,11650,184.0,2013
36857,81385,30,832,1,1,11695,135.0,2013
36858,98601,8,4,1,1,11700,170.0,2013
36859,38600,8,3,1,2,11700,136.0,2013
36860,77900,35,245,2,1,11800,163.0,2013
36861,80400,69,728,1,1,11880,140.0,2013
36862,102500,8,2,1,1,7999,102.0,2013
36863,4613,30,824,1,1,7999,86.0,2013
36864,46459,69,394,1,1,7999,122.0,2013
36865,129000,60,450,1,1,7999,106.0,2013
36866,145000,30,827,2,2,7999,136.0,2013
36867,87000,63,536,1,1,7999,122.0,2013
36868,419000,48,297,2,2,7999,136.0,2013
36869,40206,69,398,1,1,8000,122.0,2013
36870,40206,69,398,1,1,8000,122.0,2013
36871,150140,69,556,2,1,8100,140.0,2013
36872,73200,62,473,1,1,8200,122.0,2013
36873,53000,30,826,1,1,8200,99.0,2013
36874,51069,53,132,1,1,8200,140.0,2013
36875,194000,48,146,2,1,8200,136.0,2013
36876,142300,28,403,1,1,8290,125.0,2013
36877,50900,55,13,1,1,8300,120.0,2013
36878,62379,28,337,1,1,8350,125.0,2013
36879,66000,28,337,1,1,8350,101.0,2013
36880,74210,60,673,1,1,8400,132.0,2013
36881,77000,14,742,1,1,8400,116.0,2013
36882,150952,8,67,1,2,17950,306.0,2013
36883,149000,35,407,2,2,17950,241.0,2013
36884,95000,34,799,2,2,17970,241.0,2013
36885,106000,48,661,1,1,17999,184.0,2013
36886,77000,69,553,1,2,18000,299.0,2013
36887,117000,30,671,2,1,18000,197.0,2013
36888,103000,8,46,2,2,18199,184.0,2013
36889,92750,7,106,1,1,18290,170.0,2013
36890,172300,8,66,2,2,18350,258.0,2013
36891,196750,8,66,2,2,18500,258.0,2013
36892,127213,8,67,2,2,18500,313.0,2013
36893,97000,48,298,2,2,18500,170.0,2013
36894,136500,8,46,2,2,18799,184.0,2013
36895,89250,8,35,2,1,18800,184.0,2013
36896,54909,69,394,1,1,18900,230.0,2013
36897,219654,48,768,2,2,18900,224.0,2013
36898,59000,48,297,1,2,18950,184.0,2013
36899,86300,69,394,1,2,18985,230.0,2013
36900,49000,65,338,1,2,18998,150.0,2013
36901,166900,8,67,2,2,18999,313.0,2013
36902,87086,28,337,1,1,8990,125.0,2013
36903,175000,65,338,2,1,10900,147.0,2013
36904,214000,16,444,2,1,10980,131.0,2013
36905,75035,52,587,1,1,11300,141.0,2013
36906,196999,16,444,2,1,11876,131.0,2013
36907,38950,3,620,1,2,12450,135.0,2013
36908,23800,8,4,1,1,13490,170.0,2013
36909,77400,8,33,1,2,15950,136.0,2013
36910,116000,48,298,2,2,16990,170.0,2013
36911,35300,70,755,1,2,17690,254.0,2013
36912,150000,35,407,2,2,19900,250.0,2013
36913,192226,28,333,1,1,1900,101.0,2013
36914,139990,60,745,1,1,2990,75.0,2013
36915,88531,55,160,2,1,2999,75.0,2013
36916,108600,60,745,1,1,3250,75.0,2013
36917,117500,60,745,1,1,3250,75.0,2013
36919,191000,63,332,2,1,3350,90.0,2013
36920,83550,69,394,1,1,10889,105.0,2013
36921,120000,50,112,2,2,10890,150.0,2013
36922,99479,30,832,1,1,10900,135.0,2013
36923,136707,52,443,1,2,10900,200.0,2013
36924,108788,36,545,2,1,10970,136.0,2013
36925,85000,36,230,1,2,10980,135.0,2013
36926,101161,14,546,2,2,10990,163.0,2013
36927,68550,52,587,1,2,11380,141.0,2013
36928,15500,28,149,1,2,11690,105.0,2013
36929,100000,63,536,1,1,11739,140.0,2013
36930,179900,8,5,2,1,11790,184.0,2013
36931,249000,69,397,1,1,11900,220.0,2013
36932,114800,63,536,1,1,11939,140.0,2013
36933,125000,48,146,1,2,11980,156.0,2013
36934,118000,7,107,2,1,12485,136.0,2013
36935,94500,48,165,1,1,12890,156.0,2013
36936,71817,50,547,1,2,13250,147.0,2013
36937,74036,8,779,1,2,13680,150.0,2013
36938,166000,8,782,2,2,13780,184.0,2013
36939,50675,48,95,1,1,13980,122.0,2013
36940,83000,48,377,2,2,22900,265.0,2013
36941,173205,50,243,1,1,3500,75.0,2013
36942,141789,63,807,1,1,3500,105.0,2013
36943,57000,28,446,1,1,3990,69.0,2013
36944,65000,21,670,1,1,4200,75.0,2013
36945,108998,53,274,1,1,4200,69.0,2013
36946,52021,60,745,1,1,4399,75.0,2013
36947,120000,72,822,1,3,4490,71.0,2013
36948,202156,55,32,2,1,4490,114.0,2013
36949,95000,72,822,1,2,4499,71.0,2013
36950,50000,30,823,1,1,4500,69.0,2013
36951,170000,60,745,1,1,4500,75.0,2013
36952,63824,68,143,1,1,4800,68.0,2013
36953,117352,53,116,1,1,4900,69.0,2013
36954,89000,27,575,1,1,4900,86.0,2013
36955,83400,63,332,1,1,4950,69.0,2013
36956,125500,27,57,1,1,4990,69.0,2013
36957,63431,72,822,1,2,5000,71.0,2013
36958,93360,50,683,1,1,5100,80.0,2013
36959,169400,50,243,1,1,3490,95.0,2013
36960,124466,60,745,1,1,3490,75.0,2013
36961,142000,60,745,1,1,3499,75.0,2013
36962,76000,14,142,2,1,3790,75.0,2013
36963,144000,55,16,1,1,3990,68.0,2013
36964,79563,21,670,1,1,3999,90.0,2013
36965,82400,53,274,1,1,4100,87.0,2013
36966,109000,69,833,1,1,4100,60.0,2013
36967,177000,28,337,1,1,4500,125.0,2013
36968,196000,60,506,2,1,4500,110.0,2013
36969,118000,30,824,1,1,4550,86.0,2013
36970,73000,63,238,1,1,4590,60.0,2013
36972,100000,72,822,1,2,4700,71.0,2013
36973,249500,62,473,1,1,4900,105.0,2013
36974,103601,30,826,1,1,4900,99.0,2013
36975,137000,66,694,1,1,4900,94.0,2013
36976,52000,53,274,1,1,4990,69.0,2013
36977,109980,53,274,1,1,4990,87.0,2013
36978,118313,53,274,1,1,4999,87.0,2013
36979,95000,48,166,1,2,13995,184.0,2013
36980,89500,8,779,2,2,14320,184.0,2013
36981,85208,48,165,1,2,14490,156.0,2013
36982,138334,12,113,1,1,14950,276.0,2013
